match_id,match_id,TEAM_ID,season
22000866,22000866,1610612742,2020
22000867,22000867,1610612750,2020
22000867,22000867,1610612746,2020
22000855,22000855,1610612762,2020
22000855,22000855,1610612747,2020
22000856,22000856,1610612765,2020
22000856,22000856,1610612764,2020
22000857,22000857,1610612739,2020
22000857,22000857,1610612741,2020
22000858,22000858,1610612744,2020
22000858,22000858,1610612738,2020
22000859,22000859,1610612763,2020
22000859,22000859,1610612749,2020
22000860,22000860,1610612759,2020
22000860,22000860,1610612756,2020
22000844,22000844,1610612754,2020
22000844,22000844,1610612762,2020
22000845,22000845,1610612760,2020
22000845,22000845,1610612765,2020
22000846,22000846,1610612746,2020
22000846,22000846,1610612755,2020
22000847,22000847,1610612740,2020
22000847,22000847,1610612764,2020
22000848,22000848,1610612766,2020
22000848,22000848,1610612751,2020
22000849,22000849,1610612753,2020
22000849,22000849,1610612761,2020
22000850,22000850,1610612763,2020
22000850,22000850,1610612741,2020
22000851,22000851,1610612743,2020
22000851,22000851,1610612745,2020
22000852,22000852,1610612748,2020
22000852,22000852,1610612750,2020
22000853,22000853,1610612757,2020
22000853,22000853,1610612759,2020
22000854,22000854,1610612752,2020
22000854,22000854,1610612742,2020
22000840,22000840,1610612749,2020
22000840,22000840,1610612737,2020
22000841,22000841,1610612744,2020
22000841,22000841,1610612739,2020
22000842,22000842,1610612738,2020
22000842,22000842,1610612747,2020
22000843,22000843,1610612758,2020
22000843,22000843,1610612756,2020
22000834,22000834,1610612749,2020
22000834,22000834,1610612750,2020
22000829,22000829,1610612739,2020
22000829,22000829,1610612766,2020
22000830,22000830,1610612751,2020
22000830,22000830,1610612755,2020
22000831,22000831,1610612759,2020
22000831,22000831,1610612761,2020
22000832,22000832,1610612746,2020
22000832,22000832,1610612765,2020
22000833,22000833,1610612753,2020
22000833,22000833,1610612741,2020
22000835,22000835,1610612752,2020
22000835,22000835,1610612740,2020
22000461,22000461,1610612754,2020
22000461,22000461,1610612745,2020
22000836,22000836,1610612744,2020
22000836,22000836,1610612760,2020
22000837,22000837,1610612742,2020
22000837,22000837,1610612763,2020
22000838,22000838,1610612748,2020
22000838,22000838,1610612743,2020
22000839,22000839,1610612764,2020
22000839,22000839,1610612758,2020
22000817,22000817,1610612751,2020
22000817,22000817,1610612750,2020
22000823,22000823,1610612746,2020
22000823,22000823,1610612754,2020
22000824,22000824,1610612737,2020
22000824,22000824,1610612761,2020
22000825,22000825,1610612747,2020
22000825,22000825,1610612766,2020
22000826,22000826,1610612760,2020
22000826,22000826,1610612762,2020
22000827,22000827,1610612748,2020
22000827,22000827,1610612756,2020
22000828,22000828,1610612738,2020
22000828,22000828,1610612757,2020
22000815,22000815,1610612747,2020
22000815,22000815,1610612752,2020
22000818,22000818,1610612755,2020
22000818,22000818,1610612742,2020
22000816,22000816,1610612759,2020
22000816,22000816,1610612753,2020
22000278,22000278,1610612741,2020
22000278,22000278,1610612763,2020
22000819,22000819,1610612758,2020
22000819,22000819,1610612740,2020
22000820,22000820,1610612764,2020
22000820,22000820,1610612762,2020
22000821,22000821,1610612743,2020
22000821,22000821,1610612744,2020
22000822,22000822,1610612745,2020
22000822,22000822,1610612756,2020
22000805,22000805,1610612737,2020
22000805,22000805,1610612766,2020
22000806,22000806,1610612738,2020
22000806,22000806,1610612743,2020
22000807,22000807,1610612740,2020
22000807,22000807,1610612739,2020
22000808,22000808,1610612749,2020
22000808,22000808,1610612753,2020
22000809,22000809,1610612761,2020
22000809,22000809,1610612752,2020
